serial,year,month,day,local pressure,sea pressure,total preci,hr1 preci,min10 preci,avg temp,max temp,min temp,avg humid,min humid,sun hours,bloom
81,1961,3,23,1008.8,1009.5,0.1,0.1,0,9.3,15.5,4.5,47,25,7.6,no
82,1961,3,24,1017.4,1018.1,0,0,0,8.9,13,3.1,38,18,10.6,no
83,1961,3,25,1013.3,1014,1.8,0.8,0.2,11.6,17.3,6.6,65,41,5.1,no
84,1961,3,26,1013.3,1014,30.8,2.6,0.6,4.6,10.9,7,83,57,0,no
85,1961,3,27,1007.1,1007.8,3.2,1.3,0.3,3.2,5.5,0.6,83,69,0,no
86,1961,3,28,1013.7,1014.3,0,0,0,7.8,14.9,0.9,51,28,10.7,no
87,1961,3,29,1023.2,1023.9,0,0,0,9.2,15.5,2.9,56,31,9.9,no
88,1961,3,30,1016.7,1017.4,0,0,0,13.8,21.9,5.2,58,27,10,no
89,1961,3,31,1013.9,1014.5,0,0,0,12.9,18.3,6.8,60,46,11.1,no
90,1961,4,1,1010.8,1011.5,0,0,0,14,19.4,9.7,59,37,9.6,yes
91,1961,4,2,1009.9,1010.6,5.1,4.2,3.6,12.4,19.3,8.7,63,35,9,no
92,1961,4,3,1017.9,1018.6,0,0,0,13.2,20.1,5,58,42,9.6,no
93,1961,4,4,1013.3,1013.9,0.3,4.4,1.1,16.5,23.4,7.5,59,30,9.8,no
94,1961,4,5,1001.1,1001.8,4.7,5,2.5,20.6,26,16.8,70,51,6.8,no
95,1961,4,6,1001.9,1002.6,0,0,0,14.5,21.3,12.9,51,27,5.3,no
96,1961,4,7,1019.3,1020,0.8,0.4,0.3,12.6,17.9,6.5,41,29,11.7,no
97,1961,4,8,1016.1,1016.8,21.5,8.5,2,14.5,20,10,73,50,4,no
98,1961,4,9,1006.5,1007.2,0.9,0.8,0.6,10.5,15,11.9,74,34,1.3,no
99,1961,4,10,1027.4,1028,0,0,0,8.7,13.4,2.9,41,27,11.5,no
100,1961,4,11,1030.8,1031.5,0,0,0,11.7,17.1,4.4,58,38,8.7,no
101,1961,4,12,1022,1022.7,20.1,3,0.6,13.3,17.1,10.5,77,58,0.8,no
102,1961,4,13,1012.9,1013.6,0,0,0,15.5,20.4,11.3,86,70,0.5,no
103,1961,4,14,1010.7,1011.4,16.9,5.4,1.7,16.5,19.7,13.4,84,69,0.1,no
104,1961,4,15,1002.4,1003.1,49.1,17.6,6,14.8,15.2,14.6,94,91,0,no
105,1961,4,16,1007.1,1007.8,0,0,0,14.3,21.8,13.6,79,28,8.4,no
106,1961,4,17,1012.4,1013.1,0,0,0,14.3,20.1,6.7,65,44,11.7,no
107,1961,4,18,1017.5,1018.2,0,0,0,13,17,9.6,38,21,9.6,no
108,1961,4,19,1019,1019.7,0,0,0,15.5,21.3,9.5,60,42,10.8,no
109,1961,4,20,1019.4,1020,0,0,0,17.2,23.5,10.5,65,32,11.5,no
110,1961,4,21,1014,1014.7,0,0,0,19.6,24.1,14.8,50,37,10.2,no
111,1961,4,22,1012.8,1013.5,0,0,0,16.4,20.7,15.9,64,47,0.3,no
112,1961,4,23,1015.4,1016.2,0,0,0,13.3,14.9,11.3,60,52,0,no
113,1961,4,24,1011.7,1012.4,5.4,1.7,0.8,15.9,23,11.5,70,46,5.8,no
114,1961,4,25,1016.5,1017.2,0,0,0,13.7,19.5,9.1,40,12,12.1,no
115,1961,4,26,1016.3,1017.1,52.5,12.5,3.3,14.7,21.2,7.9,48,32,8.9,no
116,1961,4,27,1000.1,1000.7,0,0,0,17.3,23.5,13.1,63,33,7.2,no
117,1961,4,28,1017.7,1018.4,0,0,0,17.6,24,8.3,53,24,10.9,no
118,1961,4,29,1019.8,1020.6,5.8,2.9,1,17.1,20.2,14.5,75,57,0,no
119,1961,4,30,1014,1014.7,0,0,0,18.4,24.3,13.6,70,34,9.7,no
120,1961,5,1,1013.7,1014.4,0,0,0,18.9,24.1,13.5,67,48,9.3,no
121,1961,5,2,1014.6,1015.2,0,0,0,19.5,23.7,15.4,78,62,5.6,no
122,1961,5,3,1015.6,1016.3,13.1,3.3,1,19,22.4,17.8,76,62,0.4,no
123,1961,5,4,1005.4,1006.1,3.2,2.9,2.1,19.1,24.4,14.3,88,79,1,no
124,1961,5,5,999.9,1000.6,0,0,0,19.8,24.3,16,62,37,9.9,no
125,1961,5,6,1015.8,1016.5,0,0,0,17.7,24.4,12.5,50,30,12.5,no
126,1961,5,7,1021.7,1022.3,0.2,0.2,0.1,17.4,21.1,13.3,72,53,1.8,no
127,1961,5,8,1013,1013.7,0,0,0,18.2,22.3,15.8,82,66,5.9,no
128,1961,5,9,1015.8,1016.5,0,0,0,19.6,24.3,13.9,72,38,8.7,no
129,1961,5,10,1012.3,1013,0,0,0,21.3,27,15.2,71,49,11.6,no
130,1961,5,11,1007,1007.7,0.1,0.3,0.1,22.5,27.5,18.4,75,60,8.5,no
131,1961,5,12,996.7,997.4,1.1,0.5,0.2,23,24.2,21.3,81,75,0,no
132,1961,5,13,1014.2,1014.9,0,0,0,20.4,26.1,18.8,50,30,11.4,no
133,1961,5,14,1025.6,1026.3,2.6,0.9,0.2,18.1,22.8,13.6,65,43,6,no
134,1961,5,15,1015.2,1015.9,9.9,4,1.4,17,20.7,14.7,87,74,1.1,no
135,1961,5,16,1010.2,1010.9,0.7,0.5,0.4,20.7,24.4,15.4,81,68,2.6,no
136,1961,5,17,1014.4,1015.1,0,0,0,19.1,22.4,18.4,63,34,2.5,no
137,1961,5,18,1017,1017.6,19.9,5,1.2,18.8,22.3,15.6,53,33,5.4,no
138,1961,5,19,1011.6,1012.3,1.6,0.8,0.4,15.1,17.9,12.5,85,73,0.4,no
139,1961,5,20,1014.1,1014.8,0,0,0,16.7,19.6,13.6,80,64,0.1,no
140,1961,5,21,1004,1004.7,0,0,0,19.8,24.2,15.6,80,60,7.1,no
141,1961,5,22,1004.9,1005.6,0,0,0,19,22.4,16.9,55,34,3.7,no
142,1961,5,23,1012.7,1013.4,0.5,0.2,0.1,18.7,23.4,10.7,61,35,9.9,no
143,1961,5,24,1009.1,1009.8,1.1,0.8,0.5,18.1,22.2,17.1,74,54,0.6,no
144,1961,5,25,1015.1,1015.8,0,0,0,21.4,28.3,12.6,57,32,11.7,no
145,1961,5,26,1018.2,1018.8,0,0,0,22.5,28.9,15.1,60,30,12.1,no
146,1961,5,27,1014.2,1014.9,0,0,0,23.1,29.1,16.4,61,43,12.3,no
147,1961,5,28,1007.3,1008,0.1,0.1,0.1,23.8,27.8,18.5,59,42,10.8,no
148,1961,5,29,996.9,997.5,0,0,0,24.9,30.4,22.5,63,41,7.9,no
149,1961,5,30,1007.1,1007.7,0,0,0,21.3,25.2,16.4,53,33,10.4,no
150,1961,5,31,1004.8,1005.5,1.4,0.4,0.1,18.7,21.6,18.8,80,69,0,no
151,1961,6,1,1008.4,1009.1,13.5,13.5,8.7,19.7,26.1,13.8,68,49,8.7,no
152,1961,6,2,1017.1,1017.8,0,0,0,19.8,25,15.3,63,38,12.9,no
153,1961,6,3,1018,1018.7,0,0,0,20.1,24.8,13.9,65,43,8.8,no
154,1961,6,4,1014.7,1015.3,0,0,0,21.5,26.1,15.7,64,46,11.4,no
155,1961,6,5,1010.7,1011.3,0.8,0.8,0.7,21.9,24.9,19.2,81,70,2.3,no
156,1961,6,6,1009.9,1010.7,0,0,0,23.3,28.3,19.3,72,48,7.3,no
157,1961,6,7,1010,1010.7,0,0,0,23.5,28.6,19.7,73,43,6.6,no
158,1961,6,8,1012.3,1012.9,0.3,0.3,0.1,23.7,28.3,20.2,76,56,7.4,no
159,1961,6,9,1006.2,1006.9,41.1,17.7,4.9,22.4,23.8,21.7,87,74,0,no
160,1961,6,10,997.6,998.3,0,0,0,23.3,30.1,19.2,75,38,5.9,no
161,1961,6,11,998.2,998.8,0,0,0,23.6,28.2,17.5,63,46,12.9,no
162,1961,6,12,997.6,998.3,0,0,0,24.1,28.3,20.5,64,35,11.4,no
163,1961,6,13,998.2,999,14.8,5.5,3.5,18.9,23.7,20,76,48,0.3,no
164,1961,6,14,1003.8,1004.5,42.9,13.1,2.9,17.9,22.1,15.2,72,48,2.6,no
165,1961,6,15,1005.4,1006.1,0,0,0,20,26.2,14.1,62,36,9,no
166,1961,6,16,1012.6,1013.3,13.5,4.2,1.8,21.4,25,17.3,68,48,2.5,no
167,1961,6,17,1004.1,1004.8,0.3,0.7,0.1,22,25.1,19.8,81,66,4.2,no
168,1961,6,18,1005.7,1006.4,2.5,2.2,1.1,23.5,29.7,19.9,62,33,7.4,no
169,1961,6,19,1014.5,1015.2,0,0,0,22.9,28.8,17.3,64,36,12.8,no
170,1961,6,20,1016.6,1017.2,0,0,0,23.4,28.5,18.2,72,44,10.9,no
171,1961,6,21,1015.6,1016.2,0.6,0.3,0.1,23.8,27.6,20.8,69,52,7.4,no
172,1961,6,22,1016.5,1017.2,0,0,0,23.4,27.1,21.6,71,46,1,no
173,1961,6,23,1015.1,1015.8,9.8,4.4,2,24.4,29.5,20.6,73,53,7,no
174,1961,6,24,1011.4,1012.1,21,8.7,3.4,24.2,28.3,21.6,82,62,3.7,no
175,1961,6,25,1010.6,1011.2,26.1,11.4,6,22.5,23.7,22.1,91,84,0,no
176,1961,6,26,1010.9,1011.6,5.3,1.4,0.4,23.4,26.7,20.3,87,74,0,no
177,1961,6,27,1007.1,1007.7,28.3,6.5,3,24.5,26.2,22,91,80,0,no
178,1961,6,28,1006.5,1007.2,69.6,11.8,4.7,24.3,25.9,22.6,94,84,0,no
179,1961,6,29,1007.6,1008.3,14.9,3.4,1.1,24.8,26.6,22.7,91,84,0,no
180,1961,6,30,1008.3,1009,0.2,0.2,0,25.4,29.9,22.8,88,67,2,no
181,1961,7,1,1008.7,1009.4,3.1,1.4,1.2,25.2,30.9,22.2,85,65,2.7,no
182,1961,7,2,1013.1,1013.8,0,0,0,24.5,28.8,22.4,78,61,7.7,no
183,1961,7,3,1007.9,1008.6,0.1,0.1,0.1,25.9,32.1,21.3,81,61,1.5,no
184,1961,7,4,999.5,1000.2,0.8,0.6,0.2,27.7,31.7,23,79,60,1.8,no
185,1961,7,5,1000.7,1001.3,0.4,0.4,0.3,24.7,28.6,22.4,82,62,2.2,no
186,1961,7,6,1002.4,1003.1,0,0,0,26.7,30.8,22.1,74,50,8.6,no
187,1961,7,7,1003.1,1003.7,0,0,0,27.9,32,24.9,80,63,9,no
188,1961,7,8,1005.1,1005.8,0,0,0,30,35,24.9,73,56,10.4,no
189,1961,7,9,1007.3,1007.9,0,0,0,29.8,35,25.4,67,48,10.2,no
190,1961,7,10,1007.4,1008,0,0,0,28.8,32.8,25.8,73,49,7.6,no
191,1961,7,11,1007.2,1007.9,19.6,18.9,8,26.4,32.5,25.2,80,54,4.7,no
192,1961,7,12,1005.8,1006.5,5.5,5.2,3.2,25.7,28.6,22.3,80,70,0.7,no
193,1961,7,13,1005.2,1005.8,0,0,0,26.8,30.4,23.5,78,61,3.9,no
194,1961,7,14,1004.1,1004.7,0,0,0,28.5,32,25.1,79,62,5.2,no
195,1961,7,15,1006,1006.7,0,0,0,29.8,37.5,26,67,34,9.9,no
196,1961,7,16,1008.1,1008.8,0,0,0,28.2,32.4,24.6,65,53,8.6,no
197,1961,7,17,1005.7,1006.3,0,0,0,27.6,31.7,25.8,78,64,3.5,no
198,1961,7,18,1010.1,1010.7,0,0,0,23.3,26.7,22.3,74,58,1.3,no
199,1961,7,19,1011.5,1012.2,0,0,0,23,26.3,20.3,70,56,0.5,no
200,1961,7,20,1011.3,1011.9,0,0,0,24.8,29.3,20.6,72,48,5.7,no
201,1961,7,21,1010.2,1010.9,0,0,0,25.9,30.1,21.8,72,56,8.8,no
202,1961,7,22,1010.1,1010.7,0,0,0,26.8,30.9,22.5,75,56,10.1,no
203,1961,7,23,1011.1,1011.8,0,0,0,27.7,31.4,23,69,54,10.3,no
204,1961,7,24,1011.1,1011.8,0,0,0,28.4,32.7,26.2,69,54,6.9,no
205,1961,7,25,1007.8,1008.5,0,0,0,29.5,34.5,26.5,64,45,8.5,no
206,1961,7,26,1004.9,1005.6,0,0,0,30.6,35.8,26.2,65,49,12.9,no
207,1961,7,27,1007.4,1008.1,0,0,0,29.2,34.1,25.6,75,56,12.7,no
208,1961,7,28,1011.3,1012,0,0,0,28.2,33.9,24.8,75,53,8.4,no
209,1961,7,29,1015.4,1016,0,0,0,28.4,33.2,23.9,76,51,9.2,no
210,1961,7,30,1014.8,1015.5,0,0,0,29.2,33.9,25.6,74,51,11.6,no
211,1961,7,31,1010.8,1011.5,0,0,0,28.7,32.5,24.9,76,59,12.1,no
212,1961,8,1,1008.7,1009.4,0,0,0,28.7,32.6,26.2,76,60,7.8,no
213,1961,8,2,1009.7,1010.4,0,0,0,28.9,34.2,25.2,72,53,5.8,no
214,1961,8,3,1010,1010.6,7.3,1.5,0.3,27.4,32,25.6,76,58,3.4,no
215,1961,8,4,1007.9,1008.6,1.3,1.3,0.3,24.4,26.7,23.6,84,75,0,no
216,1961,8,5,1004.5,1005.1,2.8,1.2,0.3,21.8,23.3,21.4,90,82,0,no
217,1961,8,6,998.7,999.3,0.9,0.4,0.2,23.5,27.3,20.3,84,67,0.8,no
218,1961,8,7,999.7,1000.3,0,0,0,24.8,29.3,22,81,64,1.8,no
219,1961,8,8,1005.1,1005.8,0,0,0,26.6,30.8,22.3,72,52,7.4,no
220,1961,8,9,1004.8,1005.4,0.7,0.4,0.4,27.2,32.9,23.4,74,54,4,no
221,1961,8,10,1010,1010.6,0,0,0,27.4,32.1,23.1,58,42,9.6,no
222,1961,8,11,1012.2,1012.8,0,0,0,27.7,31.6,24,76,57,4.3,no
223,1961,8,12,1012.1,1012.8,0,0,0,28.7,33.5,25.5,76,50,8.5,no
224,1961,8,13,1012,1012.7,0,0,0,28.5,34,24.4,76,49,6.8,no
225,1961,8,14,1011.4,1012,0,0,0,28.5,33,25.3,74,58,6.7,no
226,1961,8,15,1011.2,1011.8,0,0,0,28.5,33.7,25.4,71,43,10,no
227,1961,8,16,1011.2,1011.9,0,0,0,28.5,32.2,24.8,74,56,10.6,no
228,1961,8,17,1012.3,1013,0,0,0,29.2,33.8,24.3,72,50,12,no
229,1961,8,18,1010.7,1011.3,0.1,0.1,0.1,28.7,33.7,25.2,76,59,7.3,no
230,1961,8,19,1009.8,1010.4,5.4,4.6,1.5,28.5,33.7,24.7,76,56,5.8,no
231,1961,8,20,1008.2,1008.9,0.1,0.1,0,27.4,31,24.5,82,66,0.6,no
232,1961,8,21,1005.8,1006.5,0.7,0.5,0.2,27.7,32.9,25,79,58,3.9,no
233,1961,8,22,1006.8,1007.4,7.1,4.2,2.2,26.1,31,24.4,85,65,1.4,no
234,1961,8,23,1009.3,1009.9,1.1,0.3,0.1,22.9,25,21.9,86,76,0,no
235,1961,8,24,1011.6,1012.3,0,0,0,23.2,24.5,21.4,92,85,0,no
236,1961,8,25,1011.8,1012.4,0,0,0,27.5,31.8,22.3,83,65,4.4,no
237,1961,8,26,1010.6,1011.2,0,0,0,29,33,24.8,74,58,12,no
238,1961,8,27,1008.1,1008.8,0,0,0,29.6,35,25.6,74,52,11.7,no
239,1961,8,28,1006.8,1007.4,3.4,1.7,1.6,27,33.9,25.9,78,58,5.3,no
240,1961,8,29,1012.6,1013.3,0,0,0,24.2,29.6,22,72,48,2.5,no
241,1961,8,30,1014.8,1015.5,0,0,0,24.2,29.1,20.4,68,44,9.8,no
242,1961,8,31,1016.2,1016.9,0,0,0,25.2,31.1,20.3,69,46,8,no
243,1961,9,1,1013.2,1013.8,0,0,0,26.7,32.4,21.5,66,39,11.1,no
244,1961,9,2,1009.1,1009.8,0,0,0,28,33.3,23,72,49,9.9,no
245,1961,9,3,1011.3,1012,4.6,2.7,2.2,27.1,31.4,24.2,78,54,4.2,no
246,1961,9,4,1010.9,1011.6,1.8,1.8,1.5,28.4,32.4,25.2,85,62,4.6,no
247,1961,9,5,1012.4,1013.1,0,0,0,29.7,35,26.2,73,52,11,no
248,1961,9,6,1010.5,1011.2,6.4,5.9,2.5,28.9,33.8,25.2,74,58,10,no
249,1961,9,7,1011.2,1011.9,2.4,2.2,0.9,25,27.5,24.1,80,61,0.8,no
250,1961,9,8,1012,1012.6,1.5,1.4,1.4,24.5,27.4,21.8,81,70,1.1,no
251,1961,9,9,1010.4,1011.1,0,0,0,26.6,31.1,22,77,56,7.8,no
252,1961,9,10,1009.9,1010.6,0,0,0,27.4,31.7,23.5,76,60,9.4,no
253,1961,9,11,1015.3,1015.9,0,0,0,25.3,30,22.6,70,52,6.8,no
254,1961,9,12,1020.2,1020.8,0,0,0,24.4,28.2,21.1,72,54,2.9,no
255,1961,9,13,1016.7,1017.3,0,0,0,25.4,29.7,21.3,64,47,7.2,no
256,1961,9,14,1010.1,1010.8,0,0,0,26.5,30.6,21,73,53,10.8,no
257,1961,9,15,1005,1005.6,1.9,1.1,0.7,27.6,29.9,26,83,74,1.2,no
258,1961,9,16,995.6,996.2,2.7,2.1,1.6,27.6,30.9,27,73,59,2.8,no
259,1961,9,17,1004.9,1005.6,0,0,0,24.9,31.8,20.4,53,32,11.1,no
260,1961,9,18,1013.1,1013.8,0,0,0,22.8,27.4,20.5,61,44,6.1,no
261,1961,9,19,1019.4,1020,0,0,0,21.2,25.6,18,53,44,6.4,no
262,1961,9,20,1022.4,1023.1,0,0,0,20.9,25.7,16.4,64,46,4.9,no
263,1961,9,21,1022.2,1022.9,0.1,0.1,0.1,22.2,27.4,17.8,65,50,4.2,no
264,1961,9,22,1020.6,1021.3,0,0,0,24.3,30.8,19.3,68,46,8.1,no
265,1961,9,23,1015.7,1016.3,0,0,0,25.6,31.2,21.2,78,57,5.9,no
266,1961,9,24,1010.8,1011.5,0,0,0,27.4,34.3,24,68,46,8.2,no
267,1961,9,25,1013,1013.7,0.2,0.2,0.1,24.4,28,22.2,72,52,0.8,no
268,1961,9,26,1010.7,1011.4,0,0,0,26.5,33.5,21.6,67,46,6.5,no
269,1961,9,27,1016.6,1017.2,1.4,0.6,0.2,22.4,24.9,21.8,81,68,0.1,no
270,1961,9,28,1019.7,1020.3,0,0,0,22.3,26.5,19.9,71,52,6.2,no
271,1961,9,29,1016.9,1017.5,0,0,0,22.8,29.3,17.5,68,45,10.7,no
272,1961,9,30,1010.4,1011,14,6.1,2.2,21.5,22.9,18.3,85,68,0.3,no
273,1961,10,1,1008.6,1009.3,0,0,0,23.5,28.5,21.2,78,57,2,no
274,1961,10,2,1016,1016.8,26.4,2.5,0.9,20.2,21.8,20,90,80,0,no
275,1961,10,3,1018.2,1018.9,8.2,1.8,0.6,19.7,21.2,18.5,93,90,0,no
276,1961,10,4,1020,1020.7,18.3,2.4,0.7,18.1,18.9,17.9,95,89,0,no
277,1961,10,5,1014,1014.7,0.4,0.2,0.1,19.6,22.9,17.1,89,76,0.8,no
278,1961,10,6,1004.8,1005.5,0,0,0,21.7,26.5,17.9,86,71,3.9,no
279,1961,10,7,1003.9,1004.5,16.9,7,4.6,19.4,22,20,87,79,0,no
280,1961,10,8,1013.5,1014.2,0.9,1,0.6,18.2,21.8,13.6,74,47,4.4,no
281,1961,10,9,1009.9,1010.6,161.2,52.1,12.4,15.4,17.6,15.3,85,69,0,no
282,1961,10,10,997.4,998,0.3,2,0.3,18.2,23.6,13,80,47,1.4,no
283,1961,10,11,1013,1013.7,0,0,0,19,22.2,16.7,78,66,2.4,no
284,1961,10,12,1018.5,1019.2,0,0,0,19.9,24.7,16.6,71,49,7.2,no
285,1961,10,13,1018.9,1019.7,0,0,0,19.6,24.3,15.5,70,51,7,no
286,1961,10,14,1017.7,1018.4,0,0,0,19.3,23.7,16.7,53,32,4.6,no
287,1961,10,15,1019.9,1020.5,0,0,0,16.4,18.1,15.1,70,58,0,no
288,1961,10,16,1017.6,1018.3,0,0,0,19.1,23.6,15.2,73,55,4.9,no
289,1961,10,17,1020.7,1021.3,0,0,0,21,27.1,15.9,70,46,9,no
